FID,MAP,REFNAME,PARKNAME,LOCATION,OBSERVER,FIELDDATE,APPROVDATE,MANAGER,CS,PS,PS_HIGH,PS_LOW,CU,CU_ACTUAL,PU,PU_HIGH,PU_LOW,TH_RANK_CS,TH_RANK_PS,PROB_FLAG,TRL_ENTPT,TRL_SIGN,PARKING,PKG_AUTO,PKG_BUS,PKG_HORSE,PKG_HANDIC,PKG_TYPE,PKG_SUBSTR,RESTROOM,RSTRM_TYPE,RANGER_STA,INFO_KIOSK,WAY_EXH,WATER,PHONE,GARBAGE,RECYC_BINS,MUTTMITT,SCEN_OVRLK,PICNIC,CAMP_REG,CAMP_GRP,CAMP_BCK,COMMENTS,COASTALZN,LVMCOG_TH,lat,lng,SMMTC_TH,DOGS,COUNTY,JURISDN
61,1,Leo Carrillo SP -- Yellow Hill Rd,Leo Carrillo State Park,Mulholland ^ Yellow Hill,MB/EE,6/8/2000,mb12/31/03 6/8/00,CDPR,OP,OP,OP,OP,MU,HE,,,,Tertiary,Tertiary,,No,No,Yes,1,0,0,0,pullout,dirt,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,users probably park at campground,in,0,34.04613213,-118.9353693,0,N,LOS ANGELES,Unincorp LA
62,1,,Leo Carrillo State Park,Pacific Coast Highway,MB/EE,6/8/2000,6/8/2000,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.04611566,-118.9432759,0,,LOS ANGELES,Unincorp LA
63,19,CST - Malibu Canyon ^ Francisco Ranch,,Malibu Canyon ^ Francisco Ranch,MB,,mb01/01/04,,UP,EM,EM,EM,UN,NA,,,,Unauthorized,Tertiary,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Would be CST crossing point over Malibu Cyn Rd.  No facilities; just public access.,Coastal,0,34.05000328,-118.6933255,0,,LOS ANGELES,Unincorp LA
64,35,CST - Las Flores Cyn,,Las Flores Cyn ^ Coastal Slope Trail,MB,,mb07/26/05,,PP,PP,PP,PP,NA,NA,MU,,,NA,Tertiary,,,No,No,0,0,0,0,NA,NA,Proposed,composting,No,Proposed,No,No,No,Proposed,Proposed,No,No,No,No,No,No,7/26/05 - MB used this DL point # (all previous info updated) to include in the TMP a proposed trailhead at Las Flores Cyn for future Coastal Slope Trail access.,Coastal,0,34.05076258,-118.639069,0,,LOS ANGELES,Unincorp LA
65,14,Barrymore Dr ^ Meteoros residence,Solstice Canyon,Barrymore Drive ^ Meteoros residence,MB/EE,6/16/2000,mb10/31/00,Private,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,Yes,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,Little trail goes down to the south from the south side of residence.,Coastal,0,34.0494522,-118.746063,0,,LOS ANGELES,Unincorp LA
66,24,Budwood Mtwy,,Budwood Motorway,Jessica/Jill,4/3/2003,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05145052,-118.6138981,0,,LOS ANGELES,Unincorp LA
67,6,Zuma/Trancas Canyons -- Zuma Ridge Mtwy pullout,Zuma/Trancas Canyons,Zuma Ridge Motorway,MB,,mb12/30/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.04848795,-118.8297644,0,,LOS ANGELES,Unincorp LA
68,85,Marinette Rd,Will Rogers SHP,Marinette Rd,MB - in office,5/28/2001,mb05/28/01,private,DL,DL,DL,DL,,,,,,NA,NA,,Yes,Maybe,Maybe,0,0,0,0,,,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Not field-ckd, neighborhood entrance",in,0,34.05277591,-118.5167399,0,,LOS ANGELES,Los Angeles
69,59,Encinal Cyn Rd,Charmlee Regional Park,Encinal Canyon Road,MB/EE,6/8/2000,mb01/01/04 6/8/00,private,UP,UP,UP,UP,UN,,UN,,,Unauthorized,Unauthorized,,No,No,Yes,2,0,0,0,pullout,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"no trespassing posted, but people probably use it to go into Charmlee.  Is on proposed alignment of CST, though, so may possibly work on public access in future.",Outside,0,34.04808296,-118.8755083,0,,LOS ANGELES,Malibu
70,85,Will Rogers - Contact Station,Will Rogers SHP,Will Rogers SP Road,MB - in office,6/3/2001,mb06/03/01,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,NOTE:  This is contact station/entry point for points 188 & 189.  Parking & facilities are recorded under 188.,Outside,0,34.05313606,-118.514226,0,,LOS ANGELES,Los Angeles
71,24,Budwood Motorway,,Budwood Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05190334,-118.6134063,0,,LOS ANGELES,Unincorp LA
72,24,Budwood Mtwy,,Budwood Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05199491,-118.615874,0,,LOS ANGELES,Unincorp LA
73,6,Zuma/Trancas Canyons -- Zuma Ridge Mtwy,Zuma/Trancas Canyons,Zuma Ridge Motorway,MB,,mb12/30/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.04912194,-118.8291223,0,,LOS ANGELES,Unincorp LA
74,19,Malibu Lagoon St Beach/Malibu,,Malibu Canyon Road,MB,,mb12/17/02,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0514304,-118.6942829,0,,LOS ANGELES,Unincorp LA
75,58,Charmlee - Water Tank Entrance,,Vis Del Preseas,Jessica/Jill,3/17/2003,mb01/01/04 entered by NK  09/10/,,UP,EC,EC,EC,UN,HO,NA,,,Unauthorized,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Steep trail from neighborhood up to Charmlee Park.  mb edits.,In,0,34.04861296,-118.8909507,0,,LOS ANGELES,Malibu
76,24,Budwood Mtwy,,Budwood Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05257183,-118.6164036,0,,LOS ANGELES,Unincorp LA
77,14,Marby Dr / Baller Mtwy,Solstice Canyon,Marby Dr / Baller Mtwy,MB/EE,6/16/2000,mb10/31/00,Private,UX,UX,UX,UX,,HE,,,,Unauthorized,Unauthorized,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,probably just used by neighbors,Coastal,0,34.05081683,-118.7460101,0,,LOS ANGELES,Unincorp LA
78,24,Budwood Mtwy,,Budwood Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05268874,-118.6169421,0,,LOS ANGELES,Unincorp LA
79,59,Encinal Cyn Rd/Noranda Ln,,Encinal Canyon ^ Noranda,MB/EE,6/8/2000,6/8/2000,private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Outside,0,34.04923333,-118.8751677,0,,LOS ANGELES,Malibu
80,85,"Will Rogers SHP, NW end of parking lot",Topanga State Park,"Will Rogers SHP, NW end of parking lot",MB - in office,5/28/2001,mb05/28/01,CDPR,DL,DL,DL,DL,,,,,,NA,NA,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Note:  all facilities are covered under pt. 188 to avoid duplication of labeling.,in,0,34.05450964,-118.509776,0,,LOS ANGELES,Los Angeles
81,85,BBT - Will Rogers SHP Main Entrance,Topanga State Park,Will Rogers SHP NE end of pkg lot,MB - in office,5/28/2001,mb05/28/01,CDPR,OP,OP,OP,OP,MU,MU,MU,,,Primary,Primary,,Yes,Yes,Yes,100,0,1,5,parking lot,paved,Yes,flush,Yes,Yes,No,Yes,Yes,Yes,Proposed,XX,No,Yes,No,No,No,"Visited site w/Eric last summer.  TMP Team:  Leave as is (mb added recycle bins, if they don't already have them)",in,2,34.05451847,-118.5119411,0,N,LOS ANGELES,Los Angeles
82,85,Temescal Gateway Park,Temescal Gateway Park,Temescal Cyn Bl N Terminus,MB - in office,6/3/2001,mb06/03/01,MRCA,OP,OP,OP,OP,HO,HO,HO,,,Primary,Primary,,Yes,Yes,Yes,40,0,0,0,parking lot,paved,Yes,flush,Yes,Yes,No,Yes,Yes,Yes,Proposed,XX,No,Yes,No,No,No,"Conference facilities, too.",Outside,2,34.05438957,-118.5286645,0,Y,LOS ANGELES,Los Angeles
83,19,Malibu Lagoon St Beach/Malibu,,Malibu Canyon Road,MB,,mb12/17/02,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05255115,-118.6957298,0,,LOS ANGELES,Unincorp LA
84,53,PCH,,PCH,Jessica/Jill,3/17/2003,mb12/31/03 entered by NK  09/10/,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Developed.  Fire road access.  mb edits.,Outside,0,34.04885695,-118.9503886,0,,VENTURA,Unincorp Ventura
85,24,Budwood Mtwy,,Budwood Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05434822,-118.618636,0,,LOS ANGELES,Unincorp LA
86,88,El Medio Ave,Topanga State Park,El Medio Avenue,MB - in office,5/28/2001,mb05/28/01,State Parks,OP,OP,OP,OP,HO,HO,HO,,,Tertiary,Tertiary,,Yes,Maybe,Yes,2,0,0,0,on-street,paved,No,NA,No,No,No,No,No,No,No,No,No,No,No,No,No,"Not field-ckd, but familiar with site.  Major dog walking area, altho DPR parkland.  10/15/09 MB - Dale Skinner CDPR, confirmed State Pks manages TH, with street parking.",Outside,0,34.05557148,-118.533807,0,N,LOS ANGELES,Los Angeles
87,1,LEO CARRILLO STATE PARK,Leo Carrillo State Park,Leo Carrillo,MB/EE,6/8/2000,6/8/2000,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0502135,-118.9335755,0,,LOS ANGELES,Unincorp LA
88,11,Sostomo Trail ^ Fox Indian Drive Terminus,,Sostomo Trail ^ Fox Indian Drive Terminus,MB,6/14/2000,mb12/30/03,NPS,UP,UP,UP,UP,UN,HE,UN,,,Tertiary,Tertiary,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Considered unofficial, but is made open for Lisa in thankfulness to Roberts family (SMMC agreement).  7/26/05 - Renamed Name & Location for public mapping purposes.",in,0,34.05331843,-118.7558113,0,,LOS ANGELES,Unincorp LA
89,59,CST - Encinal Cyn Rd,,Encinal Canyon Road,MB/EE,6/8/2000,mb01/01/04 6/8/00,private,PP,PP,PP,PP,NA,,HE,,,NA,Tertiary,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"access for 46 home subdivision, Coastal Slope Tr easement exists",Outside,0,34.05180459,-118.8718216,0,,LOS ANGELES,Malibu
90,24,Big Rock Mtwy,,Big Rock Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05599438,-118.6191142,0,,LOS ANGELES,Unincorp LA
91,9,Malibu Vista/Latigo Cyn Rd,,Latigo Canyon Rd ^ Baller,MB,3/13/2003,12/30/2003,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05424047,-118.7740966,0,,LOS ANGELES,Unincorp LA
92,24,Big Rock Mtwy,,Big Rock Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05692865,-118.6169871,0,,LOS ANGELES,Unincorp LA
93,24,Big Rock Mtwy,,Big Rock Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0569429,-118.6181314,0,,LOS ANGELES,Unincorp LA
94,27,Topanga Cyn Blvd pullout,,Topanga Canyon Boulevard,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05755535,-118.583751,0,,LOS ANGELES,Unincorp LA
95,24,Hearst Tank Motorway/Tuna Cyn,,Hearst Tank Motorway,,,,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05763729,-118.6117808,0,,LOS ANGELES,Unincorp LA
96,24,Hearst Tank Motorway/Tuna Cyn,,Hearst Tank Motorway,,,,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05773814,-118.6097628,0,,LOS ANGELES,Unincorp LA
97,24,Hearst Tank Mtwy/Big Rock Mtwy,,Hearst Tank ^ Big Rock,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05783198,-118.6161819,0,,LOS ANGELES,Unincorp LA
98,24,Hearst Tank Mtwy,,Hearst Tank Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05792079,-118.6140563,0,,LOS ANGELES,Unincorp LA
99,24,Hearst Tank Mtwy,,Hearst Tank Motorway,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05874463,-118.6168964,0,,LOS ANGELES,Unincorp LA
100,7,Dume Cyn Mtwy,private land,East Side of Kanan Dume Rd ^ Dume Cyn Mtwy,MB/EE,6/16/2000,mb01/01/04 mb10/31/00,Private,UX,UX,UX,UX,MU,,MU,,,NA,NA,,Yes,Yes,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,XX,"Extensive, long paved road that is required to be opened to public by directive of Coastal Commission as part of violation resolution.  Can take road to other roads exiting to DeButts Terrace in Malibu.  Will always (?) be a trail network entrance, but n",in,0,34.05623036,-118.7982791,0,,LOS ANGELES,Unincorp LA
101,7,West Side of Kanan Dume Rd ^ Edison Rd,Zuma/Trancas Canyons,West Side of Kanan Dume Rd ^ Edison Rd,MB/EE,6/16/2000,mb01/01/04 mb10/31/00,NPS,UP,UP,UP,UP,UN,,UN,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,XX,XX,XX,No,No,No,No,No,"Unofficial, but probably mtn bikers come out here & ride back to Kanan TH?",Coastal,0,34.05647223,-118.7986359,0,,LOS ANGELES,Unincorp LA
102,6,Zuma & Trancas Cyns/Zuma Ridge,Zuma/Trancas Canyons,Zuma Ridge Motorway,MB,,mb12/30/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05645665,-118.8338691,0,,LOS ANGELES,Unincorp LA
103,25,Carbon Cyn Rd,,Carbon Canyon Road,,,mb01/01/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05898868,-118.6584672,0,,LOS ANGELES,Unincorp LA
104,53,Yerba Buena Rd,,PCH ^ Yerba Buena,Jessica/Jill,3/17/2003,mb12/31/03 entered by NK  09/10/,,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"""Camp Hess Kramer"" private access.  Fire road.  mb edits.",Outside,0,34.05448861,-118.9645157,0,,VENTURA,Unincorp Ventura
105,24,Tuna Cyn Rd,Tuna Canyon Park,Tuna Canyon ^ Hearst Tank,,,mb01/02/04,MRCA,OP,OP,OP,OP,MU,,,,,Tertiary,Tertiary,,Yes,No,Yes,888,888,0,888,on-street,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"mb: proposed access of Tuna Cyn Rd for CST.  Actual future TH may be further up trail, depending on complete acq of optioned part of Tuna Cyn.  May be a good site to develop both CST and loop trail opportunity.",Coastal,2,34.05961966,-118.616531,0,Y,LOS ANGELES,Unincorp LA
106,0,Casale Rd. (end),Topanga State Park,Casale Rd ^ Sullivan Fire Rd,MB/EE,8/4/2000,mb10/31/00,private,OP,OP,UP,UP,MU,,MU,,,Tertiary,Tertiary,Yes,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,No,No,No,No,XX,No,No,No,XX,no parking anytime signs,out,0,34.06107215,-118.5054178,0,N,LOS ANGELES,Los Angeles
107,7,Zuma/Trancas Canyons -- Edison Rd,Zuma/Trancas Canyons,Zuma Ridge Motorway,MB/EE,6/16/2000,mb10/31/00,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05713824,-118.8123744,0,,LOS ANGELES,Unincorp LA
108,3,Encinal Cyn Rd,,Encinal Canyon Road,MB/EE,6/8/2000,6/8/2000,private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,no trespassing posted,Coastal,0,34.05663765,-118.8696071,0,,LOS ANGELES,Unincorp LA
109,24,Tuna Cyn Rd,,Tuna Canyon Road,,,mb01/02/04,LACNTY,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.06052701,-118.6138735,0,,LOS ANGELES,Unincorp LA
110,24,Tuna Cyn Rd,,Tuna Canyon Road,,,mb01/02/04,LACNTY,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.06074351,-118.6109461,0,,LOS ANGELES,Unincorp LA
111,24,Tuna Cyn Rd,,Tuna Canyon Road,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.06089078,-118.6098583,0,,LOS ANGELES,Unincorp LA
112,88,Leacock Trail Trailhead,Topanga State Park,Bienveneda Ave ^ Leacock Trail,MB - in office,5/28/2001,mb05/28/01,private HOA,OP,OP,OP,OP,HO,HO,HO,,,Tertiary,Tertiary,,Yes,Yes,Yes,1,0,0,0,on-street,paved,No,NA,No,No,No,No,No,Maybe,Maybe,Maybe,No,No,No,No,No,mb01/02/04 - DPR Ranger Tony Hoffman said dogs are allowed along this trail.  10/15/09 - Dale Skinner at CDPR confirmed on-street parking & HOA mgmt.,in,2,34.06210615,-118.5428807,0,N,LOS ANGELES,Los Angeles
113,25,Camp 8/Rambla Pacifico,Camp 8,Rambla Pacifico at Las Flores Canyon Rd,Jessica/Jill,3/14/2003,entered by NK 09/03/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Private driveway.,Coastal,0,34.06139789,-118.6489715,0,,LOS ANGELES,Unincorp LA
114,7,Zuma/Trancas Canyons -- Edison Road pullout,Zuma/Trancas Canyons,Zuma Ridge Motorway,MB/EE,6/16/2000,mb10/31/00,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.05969568,-118.8152073,0,,LOS ANGELES,Unincorp LA
115,3,Charmlee Regional Park/Charmlee Natural Area,Charmlee Regional Park,Encinal Canyon Road,"MB/EE
MB/EE",6/8/2000,6/8/2000,Malibu,OP,OP,OP,OP,MU,HO,HO,,,Primary,Primary,,Yes,Yes,Yes,30,0,0,0,parking lot,dirt,Yes,flush,Yes,Yes,No,Yes,No,Yes,Proposed,Proposed,No,Yes,No,No,No,Main entrance to park.  Has visitor center.  Run almost exclusively by volunteers for City of Malibu.  Several interpretive walks at park.,Coastal,1,34.05922031,-118.8793466,0,Y,LOS ANGELES,Unincorp LA
116,24,Tuna Cyn Rd,,Tuna Canyon Road,,,mb01/02/04,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.06367322,-118.6166863,0,,LOS ANGELES,Unincorp LA
117,24,Everding Motorway,,Everding Motorway,Jessica/Jill,4/3/2003,mb12/07/03 entered by NK 09/03/0,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Gated,Coastal,0,34.06418108,-118.5983723,0,,LOS ANGELES,Unincorp LA
118,116,Edison Rd N ^ Kanan-Dume Rd,Zuma/Trancas Canyons,Edison Rd N ^ Kanan-Dume Rd,MB,3/13/2003,mb12/30/03,,UP,UP,UP,UP,,,,,,Unauthorized,Unauthorized,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"Unofficial, but probably mtn bike riders come out here on occasion to ride back to Kanan TH?",in,0,34.06135653,-118.8038033,0,,LOS ANGELES,Unincorp LA
119,3,Encinal Cyn Rd,,Encinal Canyon Road,MB/EE,6/8/2000,6/8/2000,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Leads to homeless-looking sites,Coastal,0,34.06064634,-118.8747522,0,,LOS ANGELES,Unincorp LA
120,12,Puerco Motorway,,Puerco Canyon Motorway,MB,,mb12/17/02,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.06300889,-118.7191103,0,,LOS ANGELES,Unincorp LA
121,11,Corral Cyn Rd,,Corral Canyon Road,MB/EE,6/16/2000,mb10/31/00,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0633413,-118.7479608,0,,LOS ANGELES,Unincorp LA
122,3,Encinal Cyn Rd,,Encinal Canyon ^ Lulu Carr,"MB/EE
MB/EE",6/8/2000,6/8/2000,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.06248422,-118.8769267,0,,LOS ANGELES,Unincorp LA
123,16,Piuma Rd,,Piuma ^ Donmar Ranch,Jessica/Jill,3/7/2003,entered by NK 09/03/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Private drive,Coastal,0,34.06534986,-118.6792639,0,,LOS ANGELES,Unincorp LA
124,24,Hawks Nest Terrace,,Hawks Nest Terrace,Jessica/Jill,4/3/2003,mb01/02/04 entered by NK 09/03/0,,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,mb edits.,Coastal,0,34.06646907,-118.6065135,0,,LOS ANGELES,Unincorp LA
125,3,Encinal Cyn Rd,,Encinal Canyon Road,MB,,mb01/01/04,private,DL,DL,DL,DL,,,,,,NA,NA,,No,No,XX,888,888,888,888,XX,dirt,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,"overgrown road bed, possibly leads to west ridge of Trancas Cyn - Has 3-park Trl potential  01/01/04mb - has changed to driveway to residence.  Not good for trailhead probably, anymore.",Coastal,0,34.06296641,-118.8704322,0,,LOS ANGELES,Unincorp LA
126,3,Encinal Cyn Rd,,Encinal Canyon Road,"MB/EE
MB/EE",6/8/2000,6/8/2000,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,,Coastal,0,34.0631685,-118.8762552,0,,LOS ANGELES,Unincorp LA
127,86,Split Rock Access,N/A,"Monte Hermoso, PPal Highlands",MB,10/26/2000,mb10/31/00,private,UX,UX,UX,UX,,,,,,NA,NA,No,No,No,Yes,888,888,888,888,on-street,paved,No,NA,XX,XX,XX,Yes,XX,XX,XX,XX,XX,XX,XX,XX,XX,"Split Rock access Trail begins ~500 ft down paved LACF Dept Rd.  Leads up to rocky outcrop, then to barren knoll--party spot.",,0,34.067711,-118.5519485,0,,LOS ANGELES,Los Angeles
128,24,Everding Motorway,,Everding Motorway,Jessica/Jill,4/3/2003,mb12/07/03 entered by NK 09/03/0,,DL,DL,DL,DL,,,,,,NA,NA,,Yes,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Gated.  mb edits,Coastal,0,34.06777909,-118.6018916,0,,LOS ANGELES,Unincorp LA
129,16,Piuma Rd,,Piuma Road,Jessica/Jill,3/7/2003,entered by NK 09/03/03,,DL,DL,DL,DL,,,,,,NA,NA,,No,No,No,0,0,0,0,NA,NA,No,NA,No,No,No,No,XX,XX,XX,XX,No,No,No,No,No,Private drive,Coastal,0,34.06700994,-118.683813,0,,LOS ANGELES,Unincorp LA
